计划出库日期,销售订单,送货站点名称,最早收货时间,最晚收货时间,经度,纬度,方量,线路名称,配送顺序,预计送达时间,预计离开时间,距离,行驶时间,线路单边里程,线路时间(单边),线路方量,最晚离仓时间,车型
2025-06-30,OM25062700004395,国家税务总局重庆市税务局第五稽查局,2025-06-30 06:00:00,2025-06-30 06:20:00,106.645811,29.48559,0.0,V071线,1,2025-06-30 06:00:00,2025-06-30 06:15:00,46.909,34.3,77.316,172.9,1058.069,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900002363,中铁一局-新拌合站（东站）,2025-06-30 06:20:00,2025-06-30 06:30:00,106.684044,29.502553,0.0,V071线,2,2025-06-30 06:23:00,2025-06-30 06:43:00,5.755,7.7,,,,,大型面包车
2025-06-30,OM25062900003430,中铁一局-客机所,2025-06-30 06:30:00,2025-06-30 07:00:00,106.713794,29.5046,0.0,V071线,3,2025-06-30 06:48:00,2025-06-30 07:08:00,4.434,4.9,,,,,大型面包车
2025-06-30,OM25062900005965,蓝月亮（重庆）有限公司,2025-06-30 07:10:00,2025-06-30 07:30:00,106.633193,29.410934,0.0,V071线,4,2025-06-30 07:29:00,2025-06-30 08:19:00,20.218,21.0,,,,,大型面包车
2025-06-30,OW25062700000085,重庆九龙坡区铝都实验幼儿园,2025-06-30 06:00:00,2025-06-30 06:30:00,106.335525,29.306186,0.0,V072线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,52.91,35.7,53.573,115.7,78.696,2025-06-30 05:24:00,大型面包车
2025-06-30,OW25062700001101,铝都实验幼儿园-教师,2025-06-30 06:00:00,2025-06-30 06:30:00,106.335525,29.306186,0.0,V072线,2,2025-06-30 06:21:00,2025-06-30 06:41:00,0.005,0.7,,,,,大型面包车
2025-06-30,OW25062700000144,重庆九龙坡区铝都实验幼儿园大石堡分园,2025-06-30 07:00:00,2025-06-30 07:30:00,106.333469,29.309595,0.0,V072线,3,2025-06-30 07:00:00,2025-06-30 07:20:00,0.658,1.4,,,,,大型面包车
2025-06-30,OM25062700003916,长江重庆航道工程局,2025-06-30 05:40:00,2025-06-30 06:00:00,106.591757,29.56081,0.0,V073线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,36.148,39.9,79.84,183.5,488.742,2025-06-30 05:00:00,大型面包车
2025-06-30,OW25062600001162,交大幼-副食类,2025-06-30 06:30:00,2025-06-30 07:00:00,106.580033,29.494323,0.0,V073线,2,2025-06-30 06:30:00,2025-06-30 06:50:00,12.125,21.7,,,,,大型面包车
2025-06-30,OM25062900004329,中国人民解放军78007部队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.569953,29.481373,0.0,V073线,3,2025-06-30 06:57:00,2025-06-30 07:17:00,3.78,7.0,,,,,大型面包车
2025-06-30,OM25062900005399,重庆市巴南区人民政府南彭街道办事处,2025-06-30 07:30:00,2025-06-30 07:50:00,106.661351,29.349681,0.0,V073线,4,2025-06-30 07:44:00,2025-06-30 08:04:00,27.787,26.6,,,,,大型面包车
2025-06-30,OM25062700006552,重庆两江新区楠苑康复护理院有限公司,2025-06-30 06:00:00,2025-06-30 06:30:00,106.487157,29.628072,0.0,V074线,1,2025-06-30 06:00:00,2025-06-30 06:50:00,16.318,15.4,37.165,140.4,1848.189,2025-06-30 05:45:00,大型面包车
2025-06-30,OM25062900003788,中建五局—童家院子上盖项目部,2025-06-30 07:00:00,2025-06-30 07:20:00,106.577054,29.641633,0.0,V074线,2,2025-06-30 07:08:00,2025-06-30 07:28:00,14.239,18.2,,,,,大型面包车
2025-06-30,OM25062900003863,重庆万泰建设（集团）有限公司,2025-06-30 07:45:00,2025-06-30 08:05:00,106.538349,29.654665,0.0,V074线,3,2025-06-30 07:45:00,2025-06-30 08:05:00,6.608,12.6,,,,,大型面包车
2025-06-30,OM25062500009183,重庆市巴南区房屋征收中心,2025-06-30 06:20:00,2025-06-30 06:50:00,106.563185,29.465776,0.0,V075线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,45.077,35.0,57.839,99.0,81.359,2025-06-30 05:45:00,大型面包车
2025-06-30,OM25062800002662,重庆农村商业银行股份有限公司巴南支行,2025-06-30 06:40:00,2025-06-30 07:00:00,106.544137,29.415566,0.0,V075线,2,2025-06-30 06:54:00,2025-06-30 07:24:00,12.762,14.0,,,,,大型面包车
2025-06-30,OM25062900002295,重庆高新技术产业开发区管理委员会-凉菜,2025-06-30 05:40:00,2025-06-30 06:00:00,106.342437,29.518986,0.0,V076线,1,2025-06-30 05:40:00,2025-06-30 06:15:00,25.911,18.2,57.276,168.1,1001.595,2025-06-30 05:22:00,大型面包车
2025-06-30,OM25062900004580,三中队,2025-06-30 06:30:00,2025-06-30 06:50:00,106.483303,29.538618,0.0,V076线,2,2025-06-30 06:32:00,2025-06-30 06:52:00,17.307,16.8,,,,,大型面包车
2025-06-30,OW25062900000103,重庆万泰建设-万科白鹤岭项目,2025-06-30 07:00:00,2025-06-30 07:30:00,106.459735,29.575523,0.0,V076线,3,2025-06-30 07:07:00,2025-06-30 07:27:00,9.957,15.4,,,,,大型面包车
2025-06-30,OW25062900000095,丽苑大酒店-西餐厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V076线,4,2025-06-30 07:35:00,2025-06-30 08:10:00,4.101,7.7,,,,,大型面包车
2025-06-30,OW25062900001003,渝北区交巡警-事故预防及处理大队,2025-06-30 06:00:00,2025-06-30 06:30:00,106.62299,29.694099,0.0,V077线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,31.499,36.4,36.891,144.8,659.619,2025-06-30 05:24:00,大型面包车
2025-06-30,OM25062900005626,九中队,2025-06-30 06:20:00,2025-06-30 06:40:00,106.646695,29.732439,0.0,V077线,2,2025-06-30 06:28:00,2025-06-30 07:48:00,5.392,8.4,,,,,大型面包车
2025-06-30,OM25062900003269,中交第三公路工程局有限公司第四分公司,2025-06-30 05:50:00,2025-06-30 05:55:00,106.497226,29.619976,0.0,V078线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,19.567,20.3,40.694,132.9,330.782,2025-06-30 05:30:00,大型面包车
2025-06-30,OM25062900002071,两江人和嘉欣幼儿园-老师,2025-06-30 06:50:00,2025-06-30 07:15:00,106.534572,29.627245,0.0,V078线,2,2025-06-30 06:50:00,2025-06-30 07:10:00,7.381,11.2,,,,,大型面包车
2025-06-30,OM25062900005015,中信银行-高新支行（日配）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.493782,29.53759,0.0,V078线,3,2025-06-30 07:23:00,2025-06-30 07:43:00,13.746,12.6,,,,,大型面包车
2025-06-30,OM25062900003989,重庆市大渡口区人民政府茄子溪街道办事处,2025-06-30 06:20:00,2025-06-30 06:40:00,106.503245,29.43697,0.0,V079线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,42.131,30.8,54.473,88.3,379.297,2025-06-30 05:49:00,大型面包车
2025-06-30,OM25062800005141,理想城幼儿园-教师,2025-06-30 06:40:00,2025-06-30 07:00:00,106.528709,29.434222,0.0,V079线,2,2025-06-30 06:58:00,2025-06-30 07:18:00,12.342,17.5,,,,,大型面包车
2025-06-30,OM25062900001861,渝北区消防救援支队-空港新城站点,2025-06-30 06:00:00,2025-06-30 06:30:00,106.605248,29.715429,0.0,V080线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,28.833,29.4,28.833,49.4,335.932,2025-06-30 05:31:00,大型面包车
2025-06-30,OW25062600001201,重庆市渝中区锦程小金星幼儿园-学生,2025-06-30 05:40:00,2025-06-30 06:00:00,106.51192,29.545792,0.0,V081线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,29.438,26.6,53.435,120.2,567.93,2025-06-30 05:13:00,大型面包车
2025-06-30,OM25062900004666,中国人民解放军77728部队,2025-06-30 06:00:00,2025-06-30 06:30:00,106.562973,29.466024,0.0,V081线,2,2025-06-30 06:23:00,2025-06-30 06:43:00,17.29,23.1,,,,,大型面包车
2025-06-30,OM25062700006452,一号楼,2025-06-30 06:30:00,2025-06-30 07:00:00,106.54485,29.416135,0.0,V081线,3,2025-06-30 06:54:00,2025-06-30 07:14:00,6.707,10.5,,,,,大型面包车
2025-06-30,OM25062700003714,重庆两江新区嘉景湾幼儿园-幼儿餐,2025-06-30 06:00:00,2025-06-30 06:30:00,106.488323,29.702462,0.0,V082线,1,2025-06-30 06:00:00,2025-06-30 06:35:00,17.171,15.4,40.177,95.4,3526.213,2025-06-30 05:45:00,大型面包车
2025-06-30,OM25062700006431,中信银行股份有限公司重庆分行（日配）,2025-06-30 07:00:00,2025-06-30 07:15:00,106.577057,29.578312,0.0,V082线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,23.006,24.5,,,,,大型面包车
2025-06-30,OM25062900005670,重庆美莱整形美容医院有限公司,2025-06-30 06:00:00,2025-06-30 06:30:00,106.526455,29.571259,0.0,V083线,1,2025-06-30 06:00:00,2025-06-30 06:30:00,27.446,24.5,60.958,127.4,664.69,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062900003229,重庆市地震局,2025-06-30 06:30:00,2025-06-30 07:00:00,106.599907,29.648569,0.0,V083线,2,2025-06-30 06:50:00,2025-06-30 07:10:00,20.717,20.3,,,,,大型面包车
2025-06-30,OM25062900004081,考试中心（西南基地水果）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.670156,29.633609,0.0,V083线,3,2025-06-30 07:23:00,2025-06-30 07:43:00,12.795,12.6,,,,,大型面包车
2025-06-30,OM25062900001855,重庆市沙坪坝区公共停车管理处,2025-06-30 06:00:00,2025-06-30 07:00:00,106.469852,29.567755,0.0,V084线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,28.561,24.5,38.29,112.8,125.418,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062700005940,重庆一中-幼儿园,2025-06-30 06:00:00,2025-06-30 06:30:00,106.473207,29.564749,0.0,V084线,2,2025-06-30 06:21:00,2025-06-30 06:41:00,0.468,0.7,,,,,大型面包车
2025-06-30,OM25062900005341,重庆两江新区金山名都天宝乐幼儿园2-教师,2025-06-30 06:40:00,2025-06-30 07:00:00,106.517129,29.529399,0.0,V084线,3,2025-06-30 06:53:00,2025-06-30 07:28:00,9.261,12.6,,,,,大型面包车
2025-06-30,OM25062900000975,两江物业—职能中心食堂,2025-06-30 06:00:00,2025-06-30 06:20:00,106.820019,29.693393,0.0,V085线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,60.704,42.7,68.987,92.5,733.235,2025-06-30 05:17:00,大型面包车
2025-06-30,OM25062700003369,重庆市江北区复盛镇人民政府,2025-06-30 06:00:00,2025-06-30 06:30:00,106.800921,29.652905,0.0,V085线,2,2025-06-30 06:30:00,2025-06-30 06:50:00,8.283,9.8,,,,,大型面包车
2025-06-30,OM25062900003628,重庆复旦中学附属幼儿园贰园-教师水果类,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,0.0,V086线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,34.823,34.3,68.214,263.9,299.483,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900005079,中信银行-经开支行（日配）,2025-06-30 06:00:00,2025-06-30 06:40:00,106.568756,29.536444,0.0,V086线,2,2025-06-30 06:33:00,2025-06-30 06:53:00,6.24,12.6,,,,,大型面包车
2025-06-30,OM25062900005610,重庆第二师范学院-1楼,2025-06-30 08:20:00,2025-06-30 09:00:00,106.581872,29.517908,0.0,V086线,3,2025-06-30 08:20:00,2025-06-30 08:40:00,4.262,9.8,,,,,大型面包车
2025-06-30,OM25062900004813,中国烟草总公司重巴南分公司（界石）,2025-06-30 08:40:00,2025-06-30 09:00:00,106.611893,29.393828,0.0,V086线,4,2025-06-30 09:00:00,2025-06-30 09:50:00,22.889,19.6,,,,,大型面包车
2025-06-30,OM25062900003577,两江小博士锦上华庭幼儿园-学生,2025-06-30 06:40:00,2025-06-30 06:50:00,106.53439,29.611868,0.0,V087线,1,2025-06-30 06:40:00,2025-06-30 07:00:00,24.717,21.0,33.598,86.4,230.912,2025-06-30 06:19:00,大型面包车
2025-06-30,OM25062900004934,烤匠光环购物中心,2025-06-30 07:00:00,2025-06-30 07:30:00,106.53562,29.656515,0.0,V087线,2,2025-06-30 07:15:00,2025-06-30 07:45:00,8.881,15.4,,,,,大型面包车
2025-06-30,OM25062900002645,重庆复旦中学附属幼儿园贰园-教师蔬菜类,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,0.0,V088线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,34.823,34.3,54.249,219.3,647.28,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900005627,口腔医院上清寺站点,2025-06-30 06:20:00,2025-06-30 06:50:00,106.553026,29.565573,0.0,V088线,2,2025-06-30 06:33:00,2025-06-30 06:53:00,3.908,12.6,,,,,大型面包车
2025-06-30,OM25062900004083,重庆一中二食堂-小卖部,2025-06-30 07:20:00,2025-06-30 09:30:00,106.473318,29.565592,0.0,V088线,3,2025-06-30 07:20:00,2025-06-30 07:40:00,11.508,14.0,,,,,大型面包车
2025-06-30,OM25062900006017,烤匠金沙天街,2025-06-30 08:40:00,2025-06-30 09:00:00,106.465319,29.560707,0.0,V088线,4,2025-06-30 08:40:00,2025-06-30 09:05:00,4.01,7.0,,,,,大型面包车
2025-06-30,OM25062700000855,重庆市沙坪坝区城市排水设施管理处,2025-06-30 07:00:00,2025-06-30 07:30:00,106.372849,29.634566,0.0,V089线,1,2025-06-30 07:00:00,2025-06-30 07:20:00,6.586,10.5,53.032,120.5,1572.492,2025-06-30 06:50:00,大型面包车
2025-06-30,OM25062900005571,重庆市安全生产考试中心-西南基地,2025-06-30 08:30:00,2025-06-30 09:00:00,106.669364,29.633076,0.0,V089线,2,2025-06-30 08:30:00,2025-06-30 08:50:00,46.446,32.9,,,,,大型面包车
2025-06-30,OM25062700007584,渝中区红岩幼儿园-老师,2025-06-30 06:00:00,2025-06-30 06:20:00,106.590121,29.568028,0.0,V090线,1,2025-06-30 06:00:00,2025-06-30 06:35:00,35.134,37.1,59.383,222.1,89.336,2025-06-30 05:23:00,大型面包车
2025-06-30,OW25062600000176,交大幼-荤食类,2025-06-30 06:30:00,2025-06-30 07:00:00,106.580033,29.494323,0.0,V090线,2,2025-06-30 06:52:00,2025-06-30 07:12:00,11.121,16.8,,,,,大型面包车
2025-06-30,OM25062900006022,烤匠时代天街,2025-06-30 08:40:00,2025-06-30 09:00:00,106.517705,29.543923,0.0,V090线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,13.128,20.3,,,,,大型面包车
2025-06-30,OM25062700003872,重庆市教育科学研究院,2025-06-30 06:10:00,2025-06-30 06:30:00,106.549354,29.560878,0.0,V091线,1,2025-06-30 06:10:00,2025-06-30 06:40:00,30.178,27.3,53.62,217.3,589.539,2025-06-30 05:43:00,大型面包车
2025-06-30,OM25062000005494,中国人民解放军78007部队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.569953,29.481373,0.0,V091线,2,2025-06-30 06:55:00,2025-06-30 07:15:00,11.767,15.4,,,,,大型面包车
2025-06-30,OM25062900004519,重庆市渝中区机关事务服务中心,2025-06-30 08:30:00,2025-06-30 09:00:00,106.575354,29.558923,0.0,V091线,3,2025-06-30 08:30:00,2025-06-30 09:20:00,11.675,17.5,,,,,大型面包车
2025-06-30,OM25062900004417,重庆市凤鸣山中学-1楼,2025-06-30 06:00:00,2025-06-30 06:01:00,106.455654,29.535218,0.0,V092线,1,2025-06-30 06:00:00,2025-06-30 06:40:00,27.564,21.7,40.14,119.9,1308.024,2025-06-30 05:38:00,大型面包车
2025-06-30,OM25062900003553,陆军军医大学二食堂,2025-06-30 06:20:00,2025-06-30 06:50:00,106.444809,29.526202,0.0,V092线,2,2025-06-30 06:44:00,2025-06-30 07:04:00,2.073,4.2,,,,,大型面包车
2025-06-30,OM25062900002955,中信银行-杨家坪支行（日配）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.524106,29.518995,0.0,V092线,3,2025-06-30 07:18:00,2025-06-30 07:38:00,10.503,14.0,,,,,大型面包车
2025-06-30,OM25062900005625,考试中心（应急管理局干副）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.506619,29.62111,0.0,V093线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,20.182,16.8,38.178,119.9,617.694,2025-06-30 05:43:00,大型面包车
2025-06-30,OM25062700006279,厦门银行股份有限公司重庆分行,2025-06-30 06:25:00,2025-06-30 07:30:00,106.575313,29.577264,0.0,V093线,2,2025-06-30 06:33:00,2025-06-30 06:53:00,12.86,13.3,,,,,大型面包车
2025-06-30,OM25062900002993,中国铁路设计集团有限公司（CQ）,2025-06-30 06:30:00,2025-06-30 07:20:00,106.575288,29.581245,0.0,V093线,3,2025-06-30 06:58:00,2025-06-30 07:18:00,2.568,4.9,,,,,大型面包车
2025-06-30,OM25062900004726,厦门银行重庆分行-办公室,2025-06-30 06:25:00,2025-06-30 07:30:00,106.575313,29.577264,0.0,V093线,4,2025-06-30 07:23:00,2025-06-30 07:43:00,2.568,4.9,,,,,大型面包车
2025-06-30,OM25062900004485,重庆市渝北区人民政府双龙湖街道办事处,2025-06-30 06:00:00,2025-06-30 06:20:00,106.633012,29.717755,0.0,V094线,1,2025-06-30 06:00:00,2025-06-30 07:05:00,31.877,34.3,51.698,154.3,710.721,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900002660,重庆裕同印刷包装有限公司-新厂,2025-06-30 07:40:00,2025-06-30 08:00:00,106.667904,29.670764,0.0,V094线,2,2025-06-30 07:40:00,2025-06-30 08:00:00,19.821,28.0,,,,,大型面包车
2025-06-30,OM25062900001208,考试中心（应急管理局干副）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.506619,29.62111,0.0,V095线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,20.182,16.8,53.999,206.8,1916.661,2025-06-30 05:43:00,大型面包车
2025-06-30,OM25062800001089,中机中联-中机建筑大厦,2025-06-30 06:30:00,2025-06-30 07:00:00,106.498158,29.548044,0.0,V095线,2,2025-06-30 06:37:00,2025-06-30 06:57:00,12.604,16.8,,,,,大型面包车
2025-06-30,OM25062700006442,中信银行股份有限公司重庆分行（日配）,2025-06-30 07:00:00,2025-06-30 07:15:00,106.577057,29.578312,0.0,V095线,3,2025-06-30 07:14:00,2025-06-30 07:34:00,12.65,16.8,,,,,大型面包车
2025-06-30,OM25062900005312,烤匠IFS国金中心店,2025-06-30 08:40:00,2025-06-30 09:00:00,106.579994,29.583249,0.0,V095线,4,2025-06-30 08:40:00,2025-06-30 09:10:00,8.563,12.6,,,,,大型面包车
2025-06-30,OM25062800000103,春田幼儿园-老师,2025-06-30 06:00:00,2025-06-30 06:20:00,106.48455,29.561045,0.0,V096线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,26.473,25.2,37.449,210.2,580.097,2025-06-30 05:35:00,大型面包车
2025-06-30,OM25062900002673,陆军勤务学院训练基地第一食堂,2025-06-30 06:30:00,2025-06-30 06:50:00,106.504022,29.541437,0.0,V096线,2,2025-06-30 06:35:00,2025-06-30 07:10:00,7.495,14.7,,,,,大型面包车
2025-06-30,OM25062900004274,烤匠时代天街-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.517705,29.543923,0.0,V096线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,3.481,9.8,,,,,大型面包车
2025-06-30,OM25062900000339,高新区自来水-西所食堂,2025-06-30 06:00:00,2025-06-30 06:20:00,106.351461,29.5216,0.0,V097线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,24.372,16.8,60.286,89.7,243.25,2025-06-30 05:43:00,大型面包车
2025-06-30,OM25062900002518,中信银行-巴南支行（日配）,2025-06-30 06:40:00,2025-06-30 07:00:00,106.533595,29.384211,0.0,V097线,2,2025-06-30 06:53:00,2025-06-30 07:13:00,35.914,32.9,,,,,大型面包车
2025-06-30,OM25062900003573,重庆建工第三建设有限责任公司,2025-06-30 05:20:00,2025-06-30 05:40:00,106.523517,29.537887,0.0,V098线,1,2025-06-30 05:20:00,2025-06-30 06:40:00,36.604,28.7,58.223,258.7,1672.895,2025-06-30 04:51:00,大型面包车
2025-06-30,OM25061500000013,重庆中国三峡博物馆-丹回路,2025-06-30 06:45:00,2025-06-30 07:00:00,106.556809,29.517229,0.0,V098线,2,2025-06-30 06:50:00,2025-06-30 07:10:00,6.503,9.8,,,,,大型面包车
2025-06-30,OM25062900005378,重庆当代整形外科医院有限公司,2025-06-30 07:50:00,2025-06-30 08:00:00,106.526006,29.57101,0.0,V098线,3,2025-06-30 07:50:00,2025-06-30 08:10:00,10.747,12.6,,,,,大型面包车
2025-06-30,OM25062900006018,烤匠大融城,2025-06-30 08:40:00,2025-06-30 09:00:00,106.540047,29.582589,0.0,V098线,4,2025-06-30 08:40:00,2025-06-30 09:10:00,4.369,8.4,,,,,大型面包车
2025-06-30,OM25062900001591,虎溪校区--内训,2025-06-30 05:30:00,2025-06-30 06:00:00,106.330443,29.605097,0.0,V099线,1,2025-06-30 05:30:00,2025-06-30 05:50:00,12.424,14.0,58.585,118.1,356.247,2025-06-30 05:16:00,大型面包车
2025-06-30,OM25062900004509,中铁二十五局集团有限公司（食堂）-轨道24号线,2025-06-30 06:30:00,2025-06-30 07:00:00,106.628424,29.471664,0.0,V099线,2,2025-06-30 06:31:00,2025-06-30 06:51:00,44.505,41.3,,,,,大型面包车
2025-06-30,OW25062900001145,重庆今瑜医药股份有限公司,2025-06-30 06:00:00,2025-06-30 07:00:00,106.635165,29.478089,0.0,V099线,3,2025-06-30 06:54:00,2025-06-30 07:14:00,1.656,2.8,,,,,大型面包车
2025-06-30,OM25062700004040,保税港港欣8号餐厅—果园西区,2025-06-30 06:10:00,2025-06-30 06:30:00,106.744944,29.609495,0.0,V100线,1,2025-06-30 06:10:00,2025-06-30 07:00:00,48.733,34.3,60.135,115.5,925.223,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062900004073,考试中心（西南基地干副）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.670156,29.633609,0.0,V100线,2,2025-06-30 07:11:00,2025-06-30 07:31:00,11.402,11.2,,,,,大型面包车
2025-06-30,OM25062900004122,重庆市巴渝学校,2025-06-30 05:10:00,2025-06-30 05:30:00,106.473143,29.49352,0.0,V101线,1,2025-06-30 05:10:00,2025-06-30 05:30:00,31.835,25.9,58.633,196.8,488.957,2025-06-30 04:44:00,大型面包车
2025-06-30,OM25062700003112,重庆市九龙坡区环境卫生管理处,2025-06-30 05:50:00,2025-06-30 06:10:00,106.515357,29.501573,0.0,V101线,2,2025-06-30 05:50:00,2025-06-30 06:10:00,8.945,14.7,,,,,大型面包车
2025-06-30,OM25062900002750,西南医院杏林楼二楼,2025-06-30 06:20:00,2025-06-30 06:50:00,106.454078,29.53965,0.0,V101线,3,2025-06-30 06:26:00,2025-06-30 06:46:00,11.927,16.1,,,,,大型面包车
2025-06-30,OM25062800003220,重庆中机中联工程有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.489784,29.538306,0.0,V101线,4,2025-06-30 06:56:00,2025-06-30 08:01:00,5.926,9.8,,,,,大型面包车
2025-06-30,OM25062700002382,地质勘察——早餐,2025-06-30 06:30:00,2025-06-30 06:59:00,106.47412,29.76077,0.0,V102线,1,2025-06-30 06:30:00,2025-06-30 06:50:00,24.354,21.7,25.91,105.2,250.669,2025-06-30 06:08:00,大型面包车
2025-06-30,OM25062900000580,地质勘察——早餐,2025-06-30 06:30:00,2025-06-30 06:59:00,106.47412,29.76077,0.0,V102线,2,2025-06-30 06:51:00,2025-06-30 07:11:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062800001967,重庆瑜煌电力设备制造有限公司-干副,2025-06-30 07:00:00,2025-06-30 07:30:00,106.481465,29.771363,0.0,V102线,3,2025-06-30 07:14:00,2025-06-30 07:54:00,1.555,2.8,,,,,大型面包车
2025-06-30,OM25062900004554,考试中心（应急管理局冻货）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.506619,29.62111,0.0,V103线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,20.182,16.8,31.346,106.8,86.048,2025-06-30 05:43:00,大型面包车
2025-06-30,OM25062900005281,重庆两江新区金山名都天宝乐幼儿园1-学生,2025-06-30 07:00:00,2025-06-30 07:30:00,106.57072,29.656111,0.0,V103线,2,2025-06-30 07:00:00,2025-06-30 07:30:00,11.164,14.7,,,,,大型面包车
2025-06-30,OM25062800002202,幼儿园食堂,2025-06-30 05:40:00,2025-06-30 06:00:00,106.454977,29.548087,0.0,V104线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,26.439,21.0,40.865,175.7,684.65,2025-06-30 05:19:00,大型面包车
2025-06-30,OM25062700006657,重庆水务环境控股集团有限公司,2025-06-30 06:25:00,2025-06-30 06:35:00,106.505464,29.554275,0.0,V104线,2,2025-06-30 06:25:00,2025-06-30 07:05:00,7.045,13.3,,,,,大型面包车
2025-06-30,OM25062800000551,重庆一中一食堂-小卖部,2025-06-30 07:00:00,2025-06-30 07:30:00,106.472794,29.565228,0.0,V104线,3,2025-06-30 07:13:00,2025-06-30 07:33:00,4.826,8.4,,,,,大型面包车
2025-06-30,OW25062900001088,丽苑大酒店-外卖,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V104线,4,2025-06-30 07:40:00,2025-06-30 08:15:00,2.555,6.3,,,,,大型面包车
2025-06-30,OM25062900002258,国投健康养老服务（重庆）有限公司-水果,2025-06-30 04:40:00,2025-06-30 05:00:00,106.375095,29.641469,0.0,V105线,1,2025-06-30 04:40:00,2025-06-30 05:30:00,4.495,7.0,53.132,178.7,621.871,2025-06-30 04:33:00,大型面包车
2025-06-30,OM25062900004551,考试中心（应急管理局肉）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.506619,29.62111,0.0,V105线,2,2025-06-30 06:00:00,2025-06-30 06:20:00,21.899,24.5,,,,,大型面包车
2025-06-30,OM25062900002253,中建五局第三建设有限公司重庆分公司,2025-06-30 06:30:00,2025-06-30 06:35:00,106.50355,29.606218,0.0,V105线,3,2025-06-30 06:30:00,2025-06-30 06:50:00,2.182,6.3,,,,,大型面包车
2025-06-30,OM25062900003557,长生基地,2025-06-30 06:40:00,2025-06-30 07:20:00,106.651284,29.536102,0.0,V105线,4,2025-06-30 07:12:00,2025-06-30 07:32:00,24.556,21.7,,,,,大型面包车
2025-06-30,OW25062700000087,天骄名城小金星幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:10:00,106.322559,29.587865,0.0,V106线,1,2025-06-30 05:50:00,2025-06-30 06:40:00,16.332,19.6,67.831,155.1,1468.646,2025-06-30 05:30:00,大型面包车
2025-06-30,OM25062700003523,国家税务总局重庆市璧山区税务局青杠所,2025-06-30 06:50:00,2025-06-30 07:10:00,106.244431,29.481045,0.0,V106线,2,2025-06-30 07:02:00,2025-06-30 07:22:00,20.775,22.4,,,,,大型面包车
2025-06-30,OW25062900000011,重庆九龙坡区窑瓦溪幼儿园,2025-06-30 07:20:00,2025-06-30 07:50:00,106.333688,29.317011,0.0,V106线,3,2025-06-30 07:46:00,2025-06-30 08:06:00,30.724,23.1,,,,,大型面包车
2025-06-30,OM25062900003264,国投健康养老服务（重庆）有限公司,2025-06-30 04:40:00,2025-06-30 05:00:00,106.375095,29.641469,0.0,V107线,1,2025-06-30 04:40:00,2025-06-30 05:30:00,4.495,7.0,44.703,247.4,1939.804,2025-06-30 04:33:00,大型面包车
2025-06-30,OM25062900005443,重庆市凤鸣山中学-3楼,2025-06-30 06:00:00,2025-06-30 06:01:00,106.455654,29.535218,0.0,V107线,2,2025-06-30 06:00:00,2025-06-30 06:40:00,21.709,18.9,,,,,大型面包车
