计划出库日期,销售订单,送货站点名称,最早收货时间,最晚收货时间,经度,纬度,方量,线路名称,配送顺序,预计送达时间,预计离开时间,距离,行驶时间,线路单边里程,线路时间(单边),线路方量,最晚离仓时间,车型
2025-06-30,"OM25062800003818,OM25062900003940",园林技工学校-教师,2025-06-30 06:10:00,2025-06-30 06:30:00,106.529903,29.539833,0.0,V027线,2,2025-06-30 06:23:00,2025-06-30 06:43:00,8.135,13.3,,,,,大型面包车
2025-06-30,"OM25062800002222,OM25062800003220",重庆中机中联工程有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.489784,29.538306,0.0,V027线,3,2025-06-30 06:57:00,2025-06-30 08:02:00,9.061,13.3,,,,,大型面包车
2025-06-30,OM25062700003500,大实幼-教师餐,2025-06-30 06:15:00,2025-06-30 06:30:00,106.340831,29.626253,0.0,V028线,1,2025-06-30 06:15:00,2025-06-30 07:35:00,10.663,11.2,59.438,213.6,206.114,2025-06-30 06:04:00,大型面包车
2025-06-30,OM25062700005725,中信银行-金州支行（日配）,2025-06-30 08:10:00,2025-06-30 08:30:00,106.551843,29.650122,0.0,V028线,2,2025-06-30 08:10:00,2025-06-30 08:30:00,31.005,26.6,,,,,大型面包车
2025-06-30,OM25062900005336,烤匠大悦城-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.57822,29.727912,0.0,V028线,3,2025-06-30 08:52:00,2025-06-30 09:37:00,17.77,22.4,,,,,大型面包车
2025-06-30,OM25062900000226,十八中观音桥面食-一楼三组,2025-06-30 04:50:00,2025-06-30 05:10:00,106.548222,29.581026,0.0,V029线,1,2025-06-30 04:50:00,2025-06-30 05:10:00,28.399,26.6,77.416,256.6,955.825,2025-06-30 04:23:00,大型面包车
2025-06-30,"OM25061900007357,OM25062900004820",渝北区消防救援支队-支队机关,2025-06-30 06:00:00,2025-06-30 06:30:00,106.57485,29.733029,0.0,V029线,2,2025-06-30 06:00:00,2025-06-30 06:20:00,21.724,24.5,,,,,大型面包车
2025-06-30,OM25062900002680,重庆市北碚区童家溪镇人民政府,2025-06-30 06:30:00,2025-06-30 06:50:00,106.454883,29.689305,0.0,V029线,3,2025-06-30 06:42:00,2025-06-30 07:02:00,21.617,22.4,,,,,大型面包车
2025-06-30,OM25062900006042,北碚中队,2025-06-30 08:20:00,2025-06-30 08:40:00,106.457473,29.727665,0.0,V029线,4,2025-06-30 08:20:00,2025-06-30 08:40:00,5.676,9.1,,,,,大型面包车
2025-06-30,OW25062900001003,渝北区交巡警-事故预防及处理大队,2025-06-30 06:00:00,2025-06-30 06:30:00,106.62299,29.694099,0.0,V030线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,31.499,36.4,39.25,89.0,270.211,2025-06-30 05:24:00,大型面包车
2025-06-30,OW25062700000040,渝北区交巡警-双凤大队,2025-06-30 06:00:00,2025-06-30 07:00:00,106.63903,29.741647,0.0,V030线,2,2025-06-30 06:33:00,2025-06-30 06:53:00,7.751,12.6,,,,,大型面包车
2025-06-30,OM25062900003621,江津食堂-基地化训练,2025-06-30 06:20:00,2025-06-30 06:50:00,106.387972,29.270314,0.0,V031线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,68.221,43.4,74.838,111.1,749.0,2025-06-30 05:37:00,大型面包车
2025-06-30,OM25062900003611,江津食堂-基地,2025-06-30 06:20:00,2025-06-30 06:50:00,106.387972,29.270314,0.0,V031线,2,2025-06-30 06:41:00,2025-06-30 07:01:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062900001212,中国人民解放军陆军第九五三医院,2025-06-30 06:30:00,2025-06-30 07:30:00,106.396359,29.246407,0.0,V031线,3,2025-06-30 07:08:00,2025-06-30 07:28:00,6.616,7.0,,,,,大型面包车
2025-06-30,OM25062900002046,两江天宫殿嘉欣幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:20:00,106.550159,29.609917,0.0,V032线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,25.966,23.8,52.936,237.1,347.241,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900003513,重庆市地震局（ZX）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.544414,29.595358,0.0,V032线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,3.916,7.7,,,,,大型面包车
2025-06-30,OM25062900005610,重庆第二师范学院-1楼,2025-06-30 08:20:00,2025-06-30 09:00:00,106.581872,29.517908,0.0,V032线,3,2025-06-30 08:20:00,2025-06-30 08:40:00,12.522,15.4,,,,,大型面包车
2025-06-30,"OM25062900004932,OM25062900005312",烤匠IFS国金中心店,2025-06-30 08:40:00,2025-06-30 09:00:00,106.579994,29.583249,0.0,V032线,4,2025-06-30 08:53:00,2025-06-30 09:23:00,10.532,13.3,,,,,大型面包车
2025-06-30,"OM25062700005370,OM25062700005388",回兴路食堂,2025-06-30 05:50:00,2025-06-30 06:10:00,106.6134,29.688502,0.0,V033线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.58,36.4,59.288,155.5,632.893,2025-06-30 05:14:00,大型面包车
2025-06-30,OM25062800004469,重庆浩航船务有限公司,2025-06-30 07:00:00,2025-06-30 07:25:00,106.533997,29.565588,0.0,V033线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,22.344,32.2,,,,,大型面包车
2025-06-30,OM25062900007092,中国人民解放军32605部队-保障一队彭家花园食堂,2025-06-30 07:20:00,2025-06-30 07:40:00,106.520989,29.546478,0.0,V033线,3,2025-06-30 07:29:00,2025-06-30 07:49:00,6.364,9.1,,,,,大型面包车
2025-06-30,OM25062700006632,重庆市巴南区土地整治储备中心,2025-06-30 06:30:00,2025-06-30 06:40:00,106.54746,29.415515,0.0,V034线,1,2025-06-30 06:30:00,2025-06-30 06:50:00,44.533,31.5,60.646,161.5,740.602,2025-06-30 05:58:00,大型面包车
2025-06-30,OM25062700006785,重庆市巴南不动产登记中心,2025-06-30 06:50:00,2025-06-30 07:10:00,106.543865,29.425925,0.0,V034线,2,2025-06-30 06:57:00,2025-06-30 07:17:00,2.668,7.0,,,,,大型面包车
2025-06-30,OM25062900004521,重庆第二师范学院-2楼,2025-06-30 08:20:00,2025-06-30 09:00:00,106.581872,29.517908,0.0,V034线,3,2025-06-30 08:20:00,2025-06-30 08:40:00,13.445,20.3,,,,,大型面包车
2025-06-30,OM25062900002287,重庆高新技术产业开发区管理委员会-白案,2025-06-30 05:40:00,2025-06-30 06:00:00,106.342437,29.518986,0.0,V035线,1,2025-06-30 05:40:00,2025-06-30 06:15:00,25.911,18.2,60.335,150.4,402.906,2025-06-30 05:22:00,大型面包车
2025-06-30,"OM25062700002656,OM25062700002657,OM25062700003671,OM25062700003672",青木关第一幼儿园-教师餐,2025-06-30 06:30:00,2025-06-30 07:00:00,106.311379,29.681187,0.0,V035线,2,2025-06-30 06:38:00,2025-06-30 07:08:00,27.229,23.1,,,,,大型面包车
2025-06-30,OM25062900003602,外训学员,2025-06-30 07:00:00,2025-06-30 07:30:00,106.324651,29.635466,0.0,V035线,3,2025-06-30 07:17:00,2025-06-30 07:52:00,7.195,9.1,,,,,大型面包车
2025-06-30,"OM25062700006451,OM25062800005892",重庆市九龙坡区金凤镇人民政府,2025-06-30 05:50:00,2025-06-30 06:10:00,106.324981,29.525253,0.0,V036线,1,2025-06-30 05:50:00,2025-06-30 06:40:00,27.447,21.0,49.562,139.9,1356.549,2025-06-30 05:29:00,大型面包车
2025-06-30,OM25062900004601,勤务学院一食堂,2025-06-30 06:30:00,2025-06-30 07:00:00,106.324651,29.635466,0.0,V036线,2,2025-06-30 06:59:00,2025-06-30 07:49:00,22.115,18.9,,,,,大型面包车
2025-06-30,"OM25062800001768,OM25062900003018",重庆中法供水-梁沱食堂,2025-06-30 05:40:00,2025-06-30 06:00:00,106.469056,29.59934,0.0,V037线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,23.484,18.9,72.26,148.1,1486.658,2025-06-30 05:21:00,大型面包车
2025-06-30,OM25062700004040,保税港港欣8号餐厅—果园西区,2025-06-30 06:10:00,2025-06-30 06:30:00,106.744944,29.609495,0.0,V037线,2,2025-06-30 06:28:00,2025-06-30 07:18:00,37.374,28.0,,,,,大型面包车
2025-06-30,OM25062900005147,考试中心（西南基地肉）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.670156,29.633609,0.0,V037线,3,2025-06-30 07:29:00,2025-06-30 07:49:00,11.402,11.2,,,,,大型面包车
2025-06-30,"OM25062700006781,OM25062900006008",重庆颐天康养产业发展有限公司,2025-06-30 05:50:00,2025-06-30 06:10:00,106.556505,29.562989,0.0,V038线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.484,27.3,85.965,143.3,763.573,2025-06-30 05:23:00,大型面包车
2025-06-30,OM25062900004346,中建五局—大健康项目,2025-06-30 06:40:00,2025-06-30 06:45:00,106.36498,29.453554,0.0,V038线,2,2025-06-30 06:41:00,2025-06-30 07:01:00,32.563,30.8,,,,,大型面包车
2025-06-30,"OM25062700007637,OW25062700000144",重庆九龙坡区铝都实验幼儿园大石堡分园,2025-06-30 07:00:00,2025-06-30 07:30:00,106.333469,29.309595,0.0,V038线,3,2025-06-30 07:26:00,2025-06-30 07:46:00,22.918,25.2,,,,,大型面包车
2025-06-30,OM25062900000373,高新区自来水-西彭,2025-06-30 05:50:00,2025-06-30 06:10:00,106.303766,29.332745,0.0,V039线,1,2025-06-30 05:50:00,2025-06-30 06:05:00,49.714,31.5,59.722,151.5,515.498,2025-06-30 05:18:00,大型面包车
2025-06-30,OM25062900004471,重庆丰盛时代餐饮管理有限公司,2025-06-30 07:30:00,2025-06-30 08:00:00,106.368733,29.360143,0.0,V039线,2,2025-06-30 07:30:00,2025-06-30 07:50:00,10.008,11.9,,,,,大型面包车
2025-06-30,OM25062900002293,中国共产党重庆市巴南区委员会党校,2025-06-30 06:00:00,2025-06-30 06:30:00,106.555913,29.45729,0.0,V040线,1,2025-06-30 06:00:00,2025-06-30 07:20:00,43.374,33.6,56.077,155.3,701.783,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900000881,中信银行-九龙坡支行（日配）,2025-06-30 07:30:00,2025-06-30 07:50:00,106.520194,29.511616,0.0,V040线,2,2025-06-30 07:42:00,2025-06-30 08:02:00,12.703,21.7,,,,,大型面包车
2025-06-30,OM25062900001855,重庆市沙坪坝区公共停车管理处,2025-06-30 06:00:00,2025-06-30 07:00:00,106.469852,29.567755,0.0,V041线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,28.561,24.5,36.888,94.5,220.488,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062900001936,金融街重庆裕隆实业有限公司,2025-06-30 06:40:00,2025-06-30 06:50:00,106.454312,29.585594,0.0,V041线,2,2025-06-30 06:40:00,2025-06-30 07:10:00,8.327,12.6,,,,,大型面包车
2025-06-30,"OM25062900004417,OM25062900005397,OM25062900006039",重庆市凤鸣山中学-1楼,2025-06-30 06:00:00,2025-06-30 06:01:00,106.455654,29.535218,0.0,V042线,1,2025-06-30 06:00:00,2025-06-30 06:40:00,27.564,21.7,52.762,116.7,1200.905,2025-06-30 05:38:00,大型面包车
2025-06-30,OM25062800004215,重庆两江新区丹鹤幼儿园,2025-06-30 07:15:00,2025-06-30 07:30:00,106.559716,29.670023,0.0,V042线,2,2025-06-30 07:15:00,2025-06-30 07:35:00,25.198,28.7,,,,,大型面包车
2025-06-30,OM25062900003087,渝北区消防救援支队-龙溪站点,2025-06-30 06:00:00,2025-06-30 06:30:00,106.530134,29.594603,0.0,V043线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,25.447,21.0,59.692,87.6,320.778,2025-06-30 05:39:00,大型面包车
2025-06-30,OM25062900004879,十五中队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.804464,29.648298,0.0,V043线,2,2025-06-30 06:47:00,2025-06-30 07:07:00,34.245,26.6,,,,,大型面包车
2025-06-30,OM25062900003197,渝北区消防救援支队-台商站点,2025-06-30 06:00:00,2025-06-30 06:30:00,106.616885,29.676158,0.0,V044线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,37.214,33.6,57.584,98.1,173.598,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900004032,中建八局第二建设有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.488117,29.59991,0.0,V044线,2,2025-06-30 06:44:00,2025-06-30 07:04:00,20.37,24.5,,,,,大型面包车
2025-06-30,"OM25062800000098,OM25062800001089",中机中联-中机建筑大厦,2025-06-30 06:30:00,2025-06-30 07:00:00,106.498158,29.548044,0.0,V045线,1,2025-06-30 06:30:00,2025-06-30 08:20:00,29.224,26.6,29.224,136.6,2066.3,2025-06-30 06:03:00,大型面包车
2025-06-30,OM25062700000717,重庆市渝北区人民政府大竹林街道办事处,2025-06-30 05:40:00,2025-06-30 06:00:00,106.483385,29.629215,0.0,V046线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,16.005,14.7,57.989,234.7,2522.405,2025-06-30 05:25:00,大型面包车
2025-06-30,"OM25062700006627,OM25062700006690,OM25062700007669,OM25062700007678,OM25062700007689",浙商银行股份有限公司重庆分行,2025-06-30 06:00:00,2025-06-30 06:30:00,106.496322,29.619746,0.0,V046线,2,2025-06-30 06:07:00,2025-06-30 06:27:00,4.043,7.0,,,,,大型面包车
2025-06-30,OM25062900002397,重庆市食品药品检验检测研究院-白案,2025-06-30 06:50:00,2025-06-30 07:00:00,106.521924,29.624062,0.0,V046线,3,2025-06-30 06:50:00,2025-06-30 07:10:00,8.978,12.6,,,,,大型面包车
2025-06-30,OM25062900002660,重庆裕同印刷包装有限公司-新厂,2025-06-30 07:40:00,2025-06-30 08:00:00,106.667904,29.670764,0.0,V046线,4,2025-06-30 07:40:00,2025-06-30 08:00:00,20.544,18.2,,,,,大型面包车
2025-06-30,OM25062800004945,铁山坪二楼食堂-调味品类,2025-06-30 09:00:00,2025-06-30 09:30:00,106.682204,29.624552,0.0,V046线,5,2025-06-30 09:00:00,2025-06-30 09:20:00,8.419,9.8,,,,,大型面包车
2025-06-30,OM25062700005018,重庆清电新能源开发有限公司,2025-06-30 06:20:00,2025-06-30 06:40:00,106.509122,29.615086,0.0,V047线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,22.152,18.9,38.257,153.9,779.326,2025-06-30 06:01:00,大型面包车
2025-06-30,OM25062900004312,两江小博士锦上华庭幼儿园-老师,2025-06-30 06:40:00,2025-06-30 06:50:00,106.53439,29.611868,0.0,V047线,2,2025-06-30 06:47:00,2025-06-30 07:07:00,3.692,7.0,,,,,大型面包车
2025-06-30,OM25062900002993,中国铁路设计集团有限公司（CQ）,2025-06-30 06:30:00,2025-06-30 07:20:00,106.575288,29.581245,0.0,V047线,3,2025-06-30 07:19:00,2025-06-30 07:39:00,6.862,11.9,,,,,大型面包车
2025-06-30,OM25062900003506,中信银行-北城天街支行（日配）,2025-06-30 08:15:00,2025-06-30 08:35:00,106.547865,29.589998,0.0,V047线,4,2025-06-30 08:15:00,2025-06-30 08:35:00,5.551,8.4,,,,,大型面包车
2025-06-30,OM25062700005771,重庆市人民检察院第五分院,2025-06-30 05:50:00,2025-06-30 06:15:00,106.52288,29.550783,0.0,V048线,1,2025-06-30 05:50:00,2025-06-30 07:10:00,31.095,27.3,54.437,222.3,1769.092,2025-06-30 05:23:00,大型面包车
2025-06-30,OM25062900002360,252572-科园五路,2025-06-30 07:10:00,2025-06-30 07:30:00,106.501673,29.535626,0.0,V048线,2,2025-06-30 07:23:00,2025-06-30 07:43:00,9.002,12.6,,,,,大型面包车
2025-06-30,"OM25062900004935,OM25062900005334",烤匠南坪协信星光店,2025-06-30 08:40:00,2025-06-30 09:00:00,106.57777,29.529062,0.0,V048线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,14.34,21.7,,,,,大型面包车
2025-06-30,OM25062900000968,重庆市沙坪坝区回龙坝镇人民政府,2025-06-30 06:00:00,2025-06-30 06:30:00,106.389452,29.710435,0.0,V049线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,17.057,16.1,34.431,101.5,1164.877,2025-06-30 05:44:00,大型面包车
2025-06-30,"OM25062700006768,OM25062700007794",重庆市北碚区住房和城乡建设委员会,2025-06-30 06:20:00,2025-06-30 07:00:00,106.412223,29.811194,0.0,V049线,2,2025-06-30 06:35:00,2025-06-30 07:25:00,17.374,15.4,,,,,大型面包车
2025-06-30,OM25062900002118,重庆两江新区华师中旭学校,2025-06-30 05:30:00,2025-06-30 06:00:00,106.494806,29.649728,0.0,V050线,1,2025-06-30 05:30:00,2025-06-30 05:50:00,14.369,13.3,61.252,213.3,1767.235,2025-06-30 05:17:00,大型面包车
2025-06-30,OM25062900002569,重庆市渝北区科学技术协会,2025-06-30 06:25:00,2025-06-30 06:55:00,106.634226,29.719035,0.0,V050线,2,2025-06-30 06:25:00,2025-06-30 06:45:00,20.306,28.0,,,,,大型面包车
2025-06-30,OM25062900001891,中信银行-渝北支行（日配）,2025-06-30 07:40:00,2025-06-30 08:00:00,106.613147,29.712397,0.0,V050线,3,2025-06-30 07:40:00,2025-06-30 08:00:00,5.061,11.9,,,,,大型面包车
2025-06-30,OM25062900005571,重庆市安全生产考试中心-西南基地,2025-06-30 08:30:00,2025-06-30 09:00:00,106.669364,29.633076,0.0,V050线,4,2025-06-30 08:30:00,2025-06-30 08:50:00,21.516,25.2,,,,,大型面包车
2025-06-30,OM25062900002647,重庆复旦中学附属幼儿园贰园-教师油盐辅料,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,0.0,V051线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,34.823,34.3,51.737,219.3,195.158,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900003577,两江小博士锦上华庭幼儿园-学生,2025-06-30 06:40:00,2025-06-30 06:50:00,106.53439,29.611868,0.0,V051线,2,2025-06-30 06:40:00,2025-06-30 07:00:00,10.751,19.6,,,,,大型面包车
2025-06-30,OM25062900005346,烤匠龙湖源著-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.49598,29.60528,0.0,V051线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,6.163,9.1,,,,,大型面包车
2025-06-30,"OM25062900002840,OM25062900002843",新大正物业集团股份有限公司（证监局）,2025-06-30 05:00:00,2025-06-30 05:30:00,106.587073,29.565019,0.0,V052线,1,2025-06-30 05:00:00,2025-06-30 05:20:00,36.193,37.8,58.237,176.9,1567.479,2025-06-30 04:22:00,大型面包车
2025-06-30,OM25062700004395,国家税务总局重庆市税务局第五稽查局,2025-06-30 06:00:00,2025-06-30 06:20:00,106.645811,29.48559,0.0,V052线,2,2025-06-30 06:00:00,2025-06-30 06:15:00,14.392,16.8,,,,,大型面包车
2025-06-30,OM25062900003025,中铁二十局集团房地产开发有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.656399,29.503125,0.0,V052线,3,2025-06-30 06:30:00,2025-06-30 06:50:00,2.769,7.7,,,,,大型面包车
2025-06-30,OM25062900004509,中铁二十五局集团有限公司（食堂）-轨道24号线,2025-06-30 06:30:00,2025-06-30 07:00:00,106.628424,29.471664,0.0,V052线,4,2025-06-30 06:59:00,2025-06-30 07:19:00,4.883,9.1,,,,,大型面包车
2025-06-30,OM25062700003666,重庆三峰卡万塔环境产业有限公司,2025-06-30 06:10:00,2025-06-30 06:30:00,106.494448,29.454464,0.0,V053线,1,2025-06-30 06:10:00,2025-06-30 06:50:00,37.278,28.0,52.45,105.5,507.434,2025-06-30 05:42:00,大型面包车
2025-06-30,OM25062900005684,道角检修基地,2025-06-30 06:50:00,2025-06-30 07:10:00,106.548796,29.391216,0.0,V053线,2,2025-06-30 07:08:00,2025-06-30 07:28:00,15.172,17.5,,,,,大型面包车
2025-06-30,OM25062900005699,四食堂,2025-06-30 06:30:00,2025-06-30 07:00:00,106.324651,29.635466,0.0,V054线,1,2025-06-30 06:30:00,2025-06-30 07:20:00,11.122,10.5,35.162,180.5,233.708,2025-06-30 06:20:00,大型面包车
2025-06-30,OM25062900003571,外训教工,2025-06-30 07:00:00,2025-06-30 07:30:00,106.324651,29.635466,0.0,V054线,2,2025-06-30 07:21:00,2025-06-30 07:56:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062900002406,招待所餐厅,2025-06-30 07:50:00,2025-06-30 08:20:00,106.324651,29.635466,0.0,V054线,3,2025-06-30 07:56:00,2025-06-30 08:16:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062900005911,重庆市住房公积金管理中心沙坪坝办事处,2025-06-30 09:00:00,2025-06-30 09:30:00,106.455863,29.603087,0.0,V054线,4,2025-06-30 09:00:00,2025-06-30 09:20:00,24.038,19.6,,,,,大型面包车
2025-06-30,OM25062900005005,重庆两江新区鱼复工业园建设投资有限公司（日配）,2025-06-30 06:00:00,2025-06-30 06:10:00,106.761989,29.632985,0.0,V055线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,48.637,34.3,59.943,114.3,1298.979,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900005140,考试中心（西南基地冻货）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.670156,29.633609,0.0,V055线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,11.306,11.2,,,,,大型面包车
2025-06-30,OM25062700003851,沙坪坝区公园管理中心-沙坪公园,2025-06-30 06:10:00,2025-06-30 06:30:00,106.478925,29.554136,0.0,V056线,1,2025-06-30 06:10:00,2025-06-30 06:30:00,28.121,24.5,56.125,214.5,512.303,2025-06-30 05:46:00,大型面包车
2025-06-30,OM25062900000540,太极涵菡渝北分公司-二楼早餐,2025-06-30 07:10:00,2025-06-30 07:30:00,106.491675,29.63761,0.0,V056线,2,2025-06-30 07:10:00,2025-06-30 07:30:00,13.949,17.5,,,,,大型面包车
2025-06-30,OM25062900005245,重庆颐悦酒店管理有限公司,2025-06-30 07:30:00,2025-06-30 08:00:00,106.554536,29.619044,0.0,V056线,3,2025-06-30 07:45:00,2025-06-30 08:05:00,11.023,14.7,,,,,大型面包车
2025-06-30,OM25062700001639,重庆输油气,2025-06-30 09:00:00,2025-06-30 09:30:00,106.549654,29.612006,0.0,V056线,4,2025-06-30 09:00:00,2025-06-30 09:20:00,3.032,7.7,,,,,大型面包车
2025-06-30,OM25062900000377,重庆市地质矿产勘查开发局107地质队,2025-06-30 06:20:00,2025-06-30 06:40:00,106.611483,29.711383,0.0,V057线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,29.202,30.8,58.07,100.2,636.393,2025-06-30 05:49:00,大型面包车
2025-06-30,OM25062900005166,沙坪坝区气象局,2025-06-30 06:30:00,2025-06-30 07:10:00,106.470382,29.579333,0.0,V057线,2,2025-06-30 07:09:00,2025-06-30 07:29:00,28.868,29.4,,,,,大型面包车
2025-06-30,OM25062700007262,国家税务总局重庆两江新区税务局,2025-06-30 06:00:00,2025-06-30 06:30:00,106.564296,29.654847,0.0,V058线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,25.39,29.4,73.213,224.4,1128.312,2025-06-30 05:31:00,大型面包车
2025-06-30,OM25062700007150,重庆澋悦房地产开发有限公司,2025-06-30 06:50:00,2025-06-30 07:10:00,106.520006,29.557101,0.0,V058线,2,2025-06-30 06:50:00,2025-06-30 07:20:00,18.865,22.4,,,,,大型面包车
2025-06-30,OW25062900000106,丽苑大酒店-员工餐厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V058线,3,2025-06-30 07:33:00,2025-06-30 08:08:00,7.72,12.6,,,,,大型面包车
2025-06-30,OM25062800001623,重庆市公安局沙坪坝区分局交通巡逻警察支队勤务五大队,2025-06-30 08:00:00,2025-06-30 08:30:00,106.341044,29.605,0.0,V058线,4,2025-06-30 08:30:00,2025-06-30 09:15:00,21.238,22.4,,,,,大型面包车
2025-06-30,OM25062900003573,重庆建工第三建设有限责任公司,2025-06-30 05:20:00,2025-06-30 05:40:00,106.523517,29.537887,0.0,V059线,1,2025-06-30 05:20:00,2025-06-30 06:40:00,36.604,28.7,44.892,142.0,1400.375,2025-06-30 04:51:00,大型面包车
2025-06-30,OM25062900005405,重庆市沙坪坝区医疗保障局,2025-06-30 06:30:00,2025-06-30 07:00:00,106.453372,29.546518,0.0,V059线,2,2025-06-30 06:53:00,2025-06-30 07:13:00,8.288,13.3,,,,,大型面包车
2025-06-30,OM25062900002572,两江小博士幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:10:00,106.561772,29.607034,0.0,V060线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.273,24.5,57.887,108.3,305.028,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900002363,中铁一局-新拌合站（东站）,2025-06-30 06:20:00,2025-06-30 06:30:00,106.684044,29.502553,0.0,V060线,2,2025-06-30 06:29:00,2025-06-30 06:49:00,23.18,18.9,,,,,大型面包车
2025-06-30,OM25062900003430,中铁一局-客机所,2025-06-30 06:30:00,2025-06-30 07:00:00,106.713794,29.5046,0.0,V060线,3,2025-06-30 06:54:00,2025-06-30 07:14:00,4.434,4.9,,,,,大型面包车
2025-06-30,OM25062900002399,重庆市沙坪坝区养老服务中心（重庆市沙坪坝区福利院）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.45324,29.538004,0.0,V061线,1,2025-06-30 07:00:00,2025-06-30 07:20:00,27.541,23.1,29.707,163.1,2801.368,2025-06-30 06:37:00,大型面包车
2025-06-30,OM25062900005778,重庆市凤鸣山中学日用品,2025-06-30 09:00:00,2025-06-30 09:20:00,106.455153,29.534966,0.0,V061线,2,2025-06-30 09:00:00,2025-06-30 09:20:00,2.166,5.6,,,,,大型面包车
2025-06-30,"OM25062700006255,OM25062700006266,OM25062700006267,OM25062700006268,OM25062700006269,OM25062700006270,OM25062700006271,OM25062700006304,OM25062700007278,OM25062700007279,OM25062700007280,OM25062700007281,OM25062700007290",安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V062线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,58.559,222.2,1543.769,2025-06-30 04:58:00,大型面包车
2025-06-30,"OW25062900000221,OW25062900001211",重庆百幼蒙养托育服务合伙企业（有限合伙）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.532814,29.661553,0.0,V062线,2,2025-06-30 07:06:00,2025-06-30 07:41:00,15.641,21.0,,,,,大型面包车
2025-06-30,OM25062900003863,重庆万泰建设（集团）有限公司,2025-06-30 07:45:00,2025-06-30 08:05:00,106.538349,29.654665,0.0,V062线,3,2025-06-30 07:46:00,2025-06-30 08:06:00,1.278,4.9,,,,,大型面包车
2025-06-30,OM25062900004359,慎安医院大厨房,2025-06-30 08:15:00,2025-06-30 08:35:00,106.478899,29.642794,0.0,V062线,4,2025-06-30 08:21:00,2025-06-30 08:41:00,8.974,14.7,,,,,大型面包车
2025-06-30,OM25062700003714,重庆两江新区嘉景湾幼儿园-幼儿餐,2025-06-30 06:00:00,2025-06-30 06:30:00,106.488323,29.702462,0.0,V063线,1,2025-06-30 06:00:00,2025-06-30 06:35:00,17.171,15.4,57.475,195.4,1621.221,2025-06-30 05:45:00,大型面包车
2025-06-30,OM25062900004530,十四中队,2025-06-30 06:40:00,2025-06-30 07:00:00,106.62169,29.577863,0.0,V063线,2,2025-06-30 06:59:00,2025-06-30 07:19:00,26.979,23.8,,,,,大型面包车
2025-06-30,OM25062900005653,联勤保障部队第三储备资产管理局重庆管理站,2025-06-30 08:40:00,2025-06-30 09:00:00,106.575413,29.562376,0.0,V063线,3,2025-06-30 08:40:00,2025-06-30 09:00:00,13.325,20.3,,,,,大型面包车
